N,P,K,temperature,humidity,ph,rainfall,label
122,35,23,23,81,7,100.66,cotton
30,19,39,22,93,7,107.97,pomegranate
40,16,35,31,49,6,89.59,mango
25,21,11,32,90,6,104.71,orange
68,61,52,36,93,6,141.1,papaya
71,41,35,26,87,6,152.96,jute
31,121,201,23,90,5,110.71,apple
1,66,22,19,56,4,172.83,pigeonpeas
5,126,197,12,81,6,67.1,grapes
132,47,22,24,75,6,90.28,cotton
19,123,200,34,81,6,65.7,grapes
90,50,44,26,73,6,171.47,jute
58,54,43,21,83,5,288.43,rice
58,46,45,42,90,6,88.47,papaya
100,58,41,23,87,6,160.62,jute
113,85,45,27,76,6,109.09,banana
85,53,38,24,73,6,153.9,jute
38,71,23,28,49,5,186.79,pigeonpeas
86,38,14,20,58,5,68.27,maize
2,78,23,21,66,7,45.43,lentil
61,33,14,22,64,6,83.97,maize
8,37,33,28,54,6,97.45,mango
80,71,47,27,80,6,105.08,banana
103,72,46,29,80,6,90.96,banana
67,70,53,25,92,6,55.48,papaya
9,136,204,21,92,6,105.86,apple
120,20,45,25,88,6,54.23,watermelon
4,134,200,28,80,5,73.34,grapes
50,47,48,24,90,6,218.23,papaya
93,91,47,27,83,6,117.29,banana
26,63,21,26,41,5,106.73,pigeonpeas
11,34,28,33,45,6,98.82,mango
91,55,39,23,82,7,196.02,rice
8,48,20,27,87,6,50.17,mungbean
29,78,25,19,59,5,197.01,pigeonpeas
8,28,38,23,94,6,105.69,pomegranate
26,72,18,29,57,6,120.61,pigeonpeas
89,85,55,26,77,6,92.5,banana
33,61,48,28,93,6,115.79,papaya
86,40,39,25,88,6,175.61,jute
28,75,21,24,50,6,114.28,pigeonpeas
19,7,12,25,94,7,118.28,orange
91,36,45,24,82,5,267.98,rice
36,59,44,34,93,6,129.66,papaya
16,29,26,28,90,5,207.28,coconut
97,22,26,23,59,6,185.16,coffee
14,48,21,29,84,6,53.43,mungbean
17,72,16,26,69,7,35.58,lentil
84,9,54,28,92,6,29.16,muskmelon
93,94,53,25,84,6,114.54,banana
85,89,51,29,84,6,108.55,banana
15,144,199,26,80,5,70.02,grapes
56,56,46,31,92,6,62.97,papaya
33,134,205,21,94,6,114.74,apple
49,55,78,18,16,7,81.71,chickpea
34,14,32,26,90,5,226.53,coconut
31,57,19,15,22,5,107.71,kidneybeans
89,41,35,23,74,6,199.25,jute
3,71,24,36,57,6,122.58,pigeonpeas
82,24,33,26,67,6,120.65,coffee
79,42,37,24,82,6,295.61,rice
42,61,22,26,62,7,70.23,blackgram
38,145,201,36,80,5,73.47,grapes
14,41,17,29,88,7,36.45,mungbean
30,70,79,20,19,7,69.64,chickpea
8,27,29,25,94,6,135.32,coconut
5,74,21,16,21,5,66.97,kidneybeans
101,75,50,26,80,6,111.69,banana
34,75,24,23,51,4,192.3,pigeonpeas
84,40,43,25,88,7,169.42,jute
85,78,43,28,82,5,101.3,banana
28,67,25,24,18,5,116.71,kidneybeans
31,62,24,19,49,4,121.43,pigeonpeas
77,52,41,23,83,6,167.72,jute
34,6,30,27,97,5,171.76,coconut
83,7,45,29,90,6,25.33,muskmelon
18,74,15,24,22,5,146.47,kidneybeans
103,16,46,25,80,6,43.28,watermelon
93,88,48,28,84,5,112.95,banana
7,40,17,31,40,8,53.79,mothbeans
65,38,45,23,70,6,184.54,jute
8,47,20,29,84,6,55.03,mungbean
86,6,53,25,83,6,42.11,watermelon
117,39,33,24,53,7,128.91,coffee
117,24,52,28,92,6,29.05,muskmelon
70,44,19,23,73,5,94.3,maize
117,26,30,27,67,7,115.23,coffee
8,79,19,21,18,5,126.18,kidneybeans
50,57,57,24,90,6,108.44,papaya
6,123,203,12,81,6,66.78,grapes
58,45,22,25,65,6,88.3,maize
25,51,18,27,54,9,50.28,mothbeans
59,56,39,25,89,7,152.14,jute
80,17,51,27,92,6,20.19,muskmelon
68,62,50,33,92,6,197.53,papaya
37,6,13,26,91,7,101.28,orange
79,50,15,25,68,6,96.28,maize
39,58,85,17,15,5,68.55,chickpea
17,64,15,30,31,7,180.61,pigeonpeas
87,60,23,20,63,6,62.5,maize
20,50,22,30,46,9,38.32,mothbeans
15,125,199,18,80,5,69.76,grapes
89,40,43,26,72,7,189.97,jute
25,34,32,33,52,5,98.11,mango
39,59,22,36,62,5,164.47,pigeonpeas
39,64,52,28,94,6,63.69,papaya
2,120,203,23,94,5,108.62,apple
97,74,43,26,78,5,114.33,banana
11,6,8,30,92,6,107.41,orange
88,55,45,24,80,7,253.72,rice
9,16,32,26,93,5,170.96,coconut
119,30,49,25,80,6,47.72,watermelon
27,77,82,19,15,6,90.1,chickpea
22,62,19,16,19,5,99.08,kidneybeans
52,68,78,17,16,6,86.05,chickpea
28,129,197,22,92,5,124.46,apple
116,85,52,25,84,5,115.92,banana
89,51,40,23,87,6,154.89,jute
14,56,17,30,60,4,35.17,mothbeans
40,44,17,30,54,5,30.88,mothbeans
9,8,39,22,89,6,112.2,pomegranate
89,25,50,27,91,6,25.08,muskmelon
31,13,30,25,98,5,219.42,coconut
97,35,26,24,53,6,166.25,coffee
81,6,55,24,85,6,51.71,watermelon
128,46,19,24,80,6,99.21,cotton
110,28,46,24,88,6,51.26,watermelon
77,50,44,23,81,7,166.41,jute
31,20,26,25,97,6,199.79,coconut
85,94,48,28,78,6,108.54,banana
7,59,17,29,35,6,187.42,pigeonpeas
27,30,5,32,90,7,113.33,orange
31,72,17,28,49,5,95.52,pigeonpeas
7,77,18,20,60,6,191.09,pigeonpeas
20,76,22,34,38,5,148.44,pigeonpeas
7,17,10,10,91,6,106.36,orange
23,45,23,28,86,6,56.12,mungbean
27,74,21,24,50,5,114.02,pigeonpeas
116,36,25,27,58,6,156.68,coffee
95,55,42,26,82,5,193.35,rice
106,15,54,29,92,6,25.49,muskmelon
0,17,42,23,91,6,109.09,pomegranate
72,43,40,26,78,6,154.88,jute
19,17,39,24,85,6,111.28,pomegranate
39,77,13,21,62,5,41.81,lentil
10,14,5,11,94,6,115.57,orange
26,63,21,25,40,5,110.39,pigeonpeas
65,61,37,22,83,6,231.76,rice
28,70,21,25,60,7,39.18,lentil
105,74,43,25,81,6,118.67,banana
120,46,15,23,80,7,74.43,cotton
53,55,55,33,91,6,234.5,papaya
36,57,20,31,43,7,71.07,mothbeans
85,54,38,26,80,6,174.0,jute
20,76,23,34,38,5,148.18,pigeonpeas
21,132,201,23,79,5,66.5,grapes
2,43,18,28,61,8,72.24,mothbeans
13,8,12,25,92,7,114.31,orange
36,67,25,35,36,6,136.05,pigeonpeas
108,93,45,27,84,6,91.08,banana
14,55,15,30,57,8,44.97,mothbeans
50,60,47,32,92,6,93.79,papaya
58,43,43,20,82,7,298.82,rice
35,128,205,21,93,6,107.87,apple
27,35,25,29,86,7,60.63,mungbean
4,76,19,31,67,6,173.87,pigeonpeas
4,45,21,28,87,6,44.8,mungbean
23,71,81,19,16,6,77.51,chickpea
76,57,18,18,74,6,94.26,maize
82,58,45,25,83,5,246.96,rice
43,67,80,17,17,6,78.94,chickpea
86,59,40,21,80,7,226.88,rice
60,36,43,23,83,5,219.9,rice
35,66,81,19,15,6,85.25,chickpea
111,32,34,25,69,6,171.38,coffee
2,38,33,32,53,4,90.22,mango
11,20,39,19,86,6,110.35,pomegranate
60,54,36,26,80,7,151.15,jute
100,48,17,23,83,7,66.27,cotton
81,40,45,25,80,6,174.51,jute
1,35,33,30,46,6,93.22,mango
101,91,44,28,80,5,97.16,banana
82,40,42,21,83,6,233.67,rice
28,140,204,23,94,6,116.96,apple
11,61,19,19,24,5,68.51,kidneybeans
9,10,10,22,93,6,101.52,orange
31,79,76,18,16,8,90.22,chickpea
30,20,38,22,93,7,110.09,pomegranate
95,82,48,27,83,5,92.78,banana
62,47,35,26,89,7,193.18,jute
34,9,36,22,86,6,110.44,pomegranate
49,55,51,24,93,6,135.17,papaya
83,60,36,25,80,6,200.83,rice
10,36,31,27,51,6,100.26,mango
48,57,54,29,90,6,126.81,papaya
92,46,36,21,81,6,296.37,rice
133,49,26,25,80,7,99.32,cotton
0,17,14,29,92,7,114.42,orange
77,37,21,25,63,6,75.09,maize
28,59,22,30,52,7,170.99,pigeonpeas
107,90,52,29,83,5,111.54,banana
48,62,15,25,66,7,65.82,blackgram
92,81,52,27,81,6,94.31,banana
18,57,16,21,38,4,180.66,pigeonpeas
93,22,48,29,91,6,21.9,muskmelon
80,17,51,28,91,6,20.77,muskmelon
22,60,18,19,61,6,41.77,lentil
30,63,16,23,21,5,100.6,kidneybeans
37,72,18,18,24,5,105.41,kidneybeans
28,23,28,30,50,5,96.09,mango
28,145,202,19,82,6,66.83,grapes
60,59,22,31,66,7,74.22,blackgram
35,74,22,26,62,6,42.87,lentil
104,23,47,26,86,6,42.91,watermelon
5,15,38,18,88,5,108.08,pomegranate
38,68,54,29,90,6,202.06,papaya
60,36,42,23,83,5,220.16,rice
36,70,15,29,67,6,196.55,pigeonpeas
15,69,20,24,40,5,121.47,pigeonpeas
102,71,47,28,79,5,100.72,banana
31,36,29,33,52,6,97.46,mango
39,72,77,17,17,7,88.21,chickpea
27,30,31,28,90,5,148.84,coconut
32,145,201,23,91,6,110.28,apple
117,78,50,25,82,6,114.45,banana
8,44,14,28,61,4,35.62,mothbeans
6,7,7,27,94,7,114.0,orange
22,71,86,18,15,6,87.21,chickpea
49,61,45,32,94,6,240.48,papaya
9,65,19,30,34,5,157.11,pigeonpeas
120,35,22,23,82,7,98.77,cotton
21,60,84,18,14,7,95.88,chickpea
37,56,25,22,19,5,126.73,kidneybeans
97,8,52,25,88,6,48.52,watermelon
77,38,36,21,80,5,224.56,rice
35,49,16,28,50,3,40.54,mothbeans
7,39,16,31,40,8,53.07,mothbeans
86,36,24,26,72,5,73.34,maize
27,73,20,24,59,5,91.94,pigeonpeas
39,136,199,22,94,5,118.9,apple
79,52,37,26,77,7,199.39,jute
29,144,204,22,92,5,119.1,apple
101,17,47,29,94,6,26.31,muskmelon
39,71,84,20,16,8,82.52,chickpea
9,124,197,22,90,5,112.31,apple
39,41,19,29,60,8,41.63,mothbeans
60,50,52,39,93,6,121.17,papaya
109,20,52,26,87,6,48.76,watermelon
5,65,16,21,18,5,109.1,kidneybeans
40,17,43,19,86,5,109.91,pomegranate
37,56,24,21,19,5,126.83,kidneybeans
29,71,25,23,36,6,163.35,pigeonpeas
39,55,18,30,40,7,47.47,mothbeans
47,63,16,27,67,6,72.51,blackgram
25,64,21,25,40,5,110.5,pigeonpeas
82,22,45,26,85,6,54.6,watermelon
52,70,16,33,66,7,67.33,blackgram
32,145,203,23,90,6,109.6,apple
95,38,34,23,83,5,285.46,rice
132,41,21,24,80,7,91.48,cotton
31,79,25,23,22,5,63.38,kidneybeans
122,48,16,24,76,6,61.28,cotton
36,29,13,20,90,7,109.75,orange
127,48,19,24,81,6,77.15,cotton
41,52,48,23,94,6,230.6,papaya
36,128,204,25,80,5,67.04,grapes
32,55,51,29,93,6,62.69,papaya
31,72,17,28,49,5,96.36,pigeonpeas
5,24,40,24,93,6,104.67,pomegranate
20,74,16,36,43,4,159.89,pigeonpeas
66,60,38,22,83,6,231.74,rice
7,45,22,25,44,9,74.33,mothbeans
65,60,22,25,72,6,107.91,maize
33,58,21,29,63,5,90.09,pigeonpeas
91,94,46,29,76,6,93.3,banana
20,142,196,10,80,6,68.69,grapes
29,68,23,24,19,5,116.73,kidneybeans
80,52,42,23,81,5,232.28,rice
13,74,18,30,35,7,178.94,pigeonpeas
9,141,201,22,90,6,104.54,apple
103,40,30,27,55,6,141.48,coffee
33,58,81,19,19,8,91.37,chickpea
103,94,49,27,83,5,100.99,banana
8,26,28,25,94,6,135.32,coconut
26,70,24,23,45,7,147.91,pigeonpeas
76,35,37,26,81,6,196.01,rice
35,57,25,27,41,8,70.05,mothbeans
8,28,37,23,86,6,106.94,pomegranate
40,65,49,35,91,6,163.91,papaya
16,62,17,36,58,6,126.44,pigeonpeas
31,28,34,27,92,6,141.31,coconut
80,77,49,26,79,5,113.23,banana
98,79,50,25,84,6,91.06,banana
41,58,22,37,62,5,163.65,pigeonpeas
21,74,15,29,67,6,153.25,pigeonpeas
90,53,38,26,81,5,263.48,rice
8,5,33,28,93,6,172.67,coconut
9,122,201,29,80,5,68.06,grapes
9,59,24,20,39,4,137.74,pigeonpeas
14,67,25,25,62,7,47.58,lentil
91,80,51,27,81,6,94.82,banana
97,40,36,24,83,6,183.15,rice
63,35,16,22,65,6,83.73,maize
18,78,16,20,22,5,67.07,kidneybeans
33,61,24,20,48,4,122.46,pigeonpeas
70,38,35,24,79,7,164.27,jute
36,68,20,17,23,5,81.83,kidneybeans
90,52,40,23,80,6,195.19,jute
67,60,49,33,92,6,198.12,papaya
36,127,203,25,80,5,66.03,grapes
91,75,55,27,76,6,109.28,banana
37,10,32,28,95,6,222.8,coconut
14,66,21,23,24,5,85.33,kidneybeans
9,77,17,21,63,6,38.08,lentil
67,55,44,26,75,7,182.27,jute
97,50,40,24,80,7,257.2,rice
114,18,51,29,94,6,22.66,muskmelon
14,80,20,31,56,7,120.1,pigeonpeas
117,32,34,26,52,6,127.18,coffee
25,63,20,15,21,5,95.17,kidneybeans
25,129,195,17,81,5,72.37,grapes
43,50,48,28,91,6,179.27,papaya
14,144,204,30,82,6,69.81,grapes
102,11,47,27,92,6,27.15,muskmelon
65,54,20,25,60,5,71.21,maize
110,7,45,26,84,6,48.32,watermelon
7,60,25,28,82,6,56.05,mungbean
25,73,19,19,32,4,176.1,pigeonpeas
39,63,51,28,95,6,64.19,papaya
13,47,20,29,88,6,43.51,mungbean
26,52,23,29,49,4,52.93,mothbeans
25,56,22,27,58,6,38.53,mothbeans
21,23,42,19,90,6,104.37,pomegranate
5,67,18,24,61,6,46.1,lentil
32,80,21,28,65,6,71.25,blackgram
106,21,35,25,57,7,188.55,coffee
21,78,19,27,66,6,69.85,blackgram
20,66,17,19,51,5,181.42,pigeonpeas
58,79,17,27,66,7,62.32,blackgram
121,35,22,23,82,7,98.79,cotton
99,36,20,20,65,6,77.01,maize
68,67,52,27,94,6,82.42,papaya
25,17,25,27,92,5,143.73,coconut
118,44,23,22,82,6,67.06,cotton
34,59,23,28,83,6,56.48,mungbean
27,13,6,13,91,7,111.23,orange
82,13,52,27,94,6,26.52,muskmelon
1,68,15,18,34,4,106.34,pigeonpeas
30,76,81,20,18,7,80.37,chickpea
29,25,35,28,91,5,160.73,coconut
21,53,19,28,82,6,39.9,mungbean
9,58,25,30,61,7,36.52,mothbeans
56,76,16,28,61,7,63.3,blackgram
116,72,46,27,81,6,91.9,banana
77,58,44,26,80,5,283.19,rice
83,44,21,18,58,5,81.47,maize
7,126,203,16,82,5,73.29,grapes
29,22,40,23,89,6,107.68,pomegranate
5,15,28,36,48,4,95.58,mango
88,54,37,24,83,6,232.4,rice
87,54,20,25,63,6,108.83,maize
15,75,18,18,37,6,92.75,pigeonpeas
34,76,17,36,32,5,189.81,pigeonpeas
43,77,21,27,68,7,68.83,blackgram
32,13,35,27,96,6,148.87,coconut
33,14,8,21,92,7,110.68,orange
14,69,19,20,63,7,52.4,lentil
97,50,41,24,80,7,260.26,rice
31,26,9,11,93,7,103.2,orange
137,35,18,23,85,6,72.56,cotton
30,76,82,20,18,7,79.4,chickpea
7,20,12,16,94,6,110.04,orange
21,62,24,33,62,6,65.45,blackgram
98,17,27,27,68,6,167.44,coffee
94,50,19,23,73,5,97.59,maize
38,120,196,17,82,6,72.53,grapes
13,21,35,29,91,6,195.35,coconut
68,59,41,22,82,6,214.69,rice
10,55,16,28,81,6,35.84,mungbean
36,56,20,25,49,7,31.87,mothbeans
9,25,41,24,91,5,109.29,pomegranate
32,12,30,25,98,5,218.08,coconut
22,123,205,32,83,5,68.74,grapes
0,36,26,34,51,5,96.39,mango
9,8,40,22,89,6,111.66,pomegranate
90,42,43,20,81,6,202.28,rice
83,25,53,26,80,6,57.73,watermelon
23,30,44,20,85,6,103.03,pomegranate
31,13,33,27,93,5,208.09,coconut
27,59,22,21,23,5,130.06,kidneybeans
8,28,30,25,94,6,135.13,coconut
29,8,28,26,91,6,214.41,coconut
90,81,51,27,77,5,102.45,banana
30,61,18,27,67,6,52.51,lentil
37,17,12,10,90,7,106.7,orange
102,37,23,25,77,5,72.62,cotton
31,11,33,29,96,6,148.45,coconut
21,79,20,28,68,7,66.43,blackgram
83,57,19,25,70,6,98.74,maize
65,39,45,23,70,6,184.46,jute
69,51,23,22,73,6,105.71,maize
32,69,19,20,46,6,195.11,pigeonpeas
64,37,40,23,83,5,189.32,rice
26,10,32,27,97,6,153.68,coconut
8,125,194,27,83,5,71.88,grapes
102,25,50,28,92,6,20.36,muskmelon
20,45,17,28,83,6,37.25,mungbean
25,36,30,35,50,6,98.94,mango
12,75,22,30,35,6,179.09,pigeonpeas
83,22,53,25,81,6,54.72,watermelon
74,56,44,25,73,6,166.75,jute
10,45,19,28,44,3,44.12,mothbeans
84,21,55,28,94,6,21.08,muskmelon
14,74,25,24,57,6,118.72,pigeonpeas
8,7,40,22,89,6,109.91,pomegranate
77,51,19,26,71,6,79.4,maize
83,15,49,28,91,6,23.2,muskmelon
24,42,23,28,82,6,44.01,mungbean
26,61,13,25,67,6,47.59,lentil
18,79,20,20,23,5,139.75,kidneybeans
96,73,44,26,78,5,113.71,banana
38,51,52,32,90,6,78.85,papaya
134,56,18,23,83,6,70.97,cotton
89,24,55,24,85,6,50.18,watermelon
40,120,197,23,92,5,119.63,apple
82,41,43,21,83,6,232.19,rice
13,61,22,19,63,7,46.83,lentil
84,38,43,26,74,7,160.26,jute
44,76,22,27,68,7,68.92,blackgram
86,57,40,21,81,7,226.92,rice
4,59,25,27,81,6,54.62,mungbean
27,24,35,31,52,6,89.94,mango
94,6,45,27,91,6,26.1,muskmelon
30,77,77,17,14,8,88.88,chickpea
94,47,37,21,81,6,294.95,rice
23,72,19,19,33,4,173.18,pigeonpeas
77,46,42,23,78,7,153.64,jute
26,66,22,18,65,6,51.55,lentil
66,54,21,25,60,5,72.12,maize
112,39,29,26,63,6,147.8,coffee
45,61,78,19,16,6,81.53,chickpea
20,40,15,29,88,7,45.04,mungbean
25,21,24,33,44,5,97.29,mango
104,17,30,23,60,6,140.94,coffee
39,23,30,33,53,4,98.94,mango
82,50,45,25,81,5,180.53,rice
87,54,20,25,63,6,110.48,maize
58,47,45,42,91,6,89.14,papaya
70,41,35,24,80,6,177.74,jute
42,58,25,27,62,6,69.46,blackgram
82,40,42,21,82,6,232.57,rice
16,15,42,19,89,6,108.55,pomegranate
59,62,83,18,19,8,72.95,chickpea
4,19,42,23,87,6,111.22,pomegranate
30,64,20,33,61,6,68.02,blackgram
27,62,77,18,14,6,70.18,chickpea
47,80,77,17,16,7,72.85,chickpea
38,60,51,31,94,6,45.49,papaya
27,72,18,28,57,6,121.51,pigeonpeas
108,22,46,26,86,6,53.33,watermelon
106,16,54,28,91,6,24.75,muskmelon
117,51,15,22,78,6,99.75,cotton
49,55,50,24,93,6,135.21,papaya
9,141,202,21,81,6,66.38,grapes
27,145,205,9,82,5,66.03,grapes
20,20,35,30,52,5,98.47,mango
8,72,17,20,19,5,87.88,kidneybeans
93,56,36,24,82,6,185.28,rice
37,59,77,18,18,8,75.87,chickpea
50,72,75,18,14,7,80.11,chickpea
34,132,202,15,81,5,75.4,grapes
61,59,17,23,59,6,105.01,maize
114,39,22,25,80,6,94.7,cotton
94,55,41,26,82,5,193.99,rice
118,19,54,25,83,6,48.12,watermelon
1,9,25,27,94,5,155.09,coconut
74,46,41,19,82,5,262.57,rice
32,139,198,22,90,6,122.35,apple
78,48,22,23,63,5,70.43,maize
120,23,55,27,91,6,26.48,muskmelon
10,9,44,22,88,6,108.56,pomegranate
27,120,200,21,90,6,116.7,apple
83,50,44,25,80,5,180.59,rice
73,45,37,23,74,6,181.28,jute
33,65,47,23,94,6,191.52,papaya
14,36,12,27,83,6,48.29,mungbean
28,46,16,29,84,6,45.91,mungbean
35,68,45,42,90,6,234.85,papaya
109,10,53,26,87,6,45.45,watermelon
62,35,19,21,65,6,84.59,maize
27,73,21,31,57,4,159.42,pigeonpeas
19,66,22,25,67,6,47.05,lentil
10,124,204,13,80,6,71.4,grapes
36,25,33,27,53,5,99.61,mango
71,53,35,26,70,7,199.26,jute
50,55,16,28,65,7,62.26,blackgram
77,47,23,23,63,5,68.24,maize
76,52,39,23,83,6,168.97,jute
90,45,42,24,82,7,250.35,rice
7,15,32,29,98,5,215.21,coconut
83,39,40,26,73,6,186.43,jute
16,66,17,31,56,5,128.85,pigeonpeas
87,59,35,25,81,6,240.06,rice
125,39,21,25,82,7,95.02,cotton
89,44,36,21,80,6,184.98,rice
38,37,24,33,46,6,98.79,mango
95,50,35,26,83,5,287.69,rice
33,77,15,23,66,7,40.75,lentil
102,24,54,27,90,6,22.82,muskmelon
91,50,40,20,84,6,230.22,rice
33,15,26,30,50,6,93.83,mango
11,124,204,13,80,6,71.28,grapes
10,74,16,21,69,6,45.84,lentil
32,139,196,35,82,6,66.18,grapes
97,21,49,26,85,6,58.59,watermelon
9,56,18,27,68,7,46.11,lentil
94,91,49,29,76,5,108.98,banana
21,63,22,25,67,6,74.62,blackgram
30,37,25,29,80,7,54.8,mungbean
39,22,28,27,100,5,174.55,coconut
23,75,18,24,63,7,48.6,lentil
85,58,41,21,80,7,226.66,rice
106,14,45,24,84,6,57.27,watermelon
117,37,32,23,67,6,162.58,coffee
25,65,21,33,68,6,69.24,blackgram
26,65,22,17,18,5,143.1,kidneybeans
38,17,30,27,99,6,158.03,coconut
112,72,48,29,78,5,90.95,banana
110,39,18,24,75,7,63.88,cotton
27,80,14,19,21,5,86.15,kidneybeans
32,55,52,37,91,6,159.66,papaya
62,34,14,22,65,6,83.52,maize
19,50,21,30,46,9,39.29,mothbeans
85,9,53,28,92,6,28.79,muskmelon
11,18,29,27,52,5,90.83,mango
27,8,30,26,98,6,221.23,coconut
80,6,53,24,86,6,51.45,watermelon
24,45,19,26,48,5,34.74,mothbeans
70,50,53,37,90,6,172.35,papaya
92,53,39,20,82,5,243.15,rice
57,56,74,17,18,7,87.81,chickpea
2,75,19,24,47,6,177.05,pigeonpeas
16,8,9,24,91,7,111.29,orange
58,71,16,27,67,6,75.62,blackgram
38,15,27,33,48,6,92.26,mango
106,46,21,23,78,6,81.34,cotton
107,22,54,27,90,6,21.62,muskmelon
5,8,5,11,92,6,112.77,orange
23,37,24,28,44,7,33.96,mothbeans
77,48,41,24,84,5,195.46,rice
62,41,44,25,86,7,196.82,jute
26,18,26,27,93,5,143.85,coconut
98,29,30,25,61,6,199.47,coffee
37,55,19,33,38,5,199.44,pigeonpeas
59,63,18,31,60,6,66.69,blackgram
66,59,39,22,84,6,231.72,rice
67,45,38,22,82,7,260.89,rice
34,65,47,23,93,6,191.78,papaya
34,69,23,16,24,5,74.14,kidneybeans
99,56,34,26,81,5,274.03,rice
63,34,14,21,65,6,82.7,maize
0,75,16,28,52,6,146.67,pigeonpeas
107,37,28,26,57,6,143.93,coffee
38,61,53,31,95,6,49.62,papaya
118,88,51,25,79,6,100.66,banana
14,59,15,21,22,5,146.45,kidneybeans
104,20,26,27,52,7,175.73,coffee
2,38,32,32,53,4,89.84,mango
69,43,39,24,88,6,166.96,jute
129,47,20,24,80,6,98.6,cotton
108,26,43,28,89,6,21.96,muskmelon
9,48,22,27,87,6,49.51,mungbean
9,54,16,27,81,6,36.48,mungbean
4,62,21,27,66,4,145.44,pigeonpeas
119,47,15,22,74,7,71.58,cotton
32,58,18,23,62,7,50.07,lentil
93,88,49,28,85,5,110.18,banana
14,128,205,22,94,6,116.04,apple
67,35,22,23,63,6,108.76,maize
36,11,31,29,94,6,222.4,coconut
20,19,34,30,53,5,97.79,mango
74,53,37,25,83,7,217.8,rice
35,57,25,27,42,8,71.13,mothbeans
32,25,9,10,93,7,101.15,orange
55,78,21,33,62,6,63.57,blackgram
60,40,35,24,78,6,196.79,jute
91,55,38,23,80,6,270.26,rice
40,28,45,21,94,5,110.95,pomegranate
32,80,21,27,63,5,55.23,lentil
9,24,27,27,94,5,145.93,coconut
21,39,20,28,82,7,46.76,mungbean
24,69,15,19,18,5,104.39,kidneybeans
91,55,15,18,72,6,79.9,maize
92,60,23,18,71,5,69.93,maize
72,51,39,23,73,7,201.66,jute
6,20,33,25,94,5,132.91,coconut
108,89,53,29,78,5,99.34,banana
27,56,20,19,19,5,95.27,kidneybeans
113,27,47,27,93,6,25.79,muskmelon
83,46,38,23,80,6,186.94,jute
116,55,15,24,77,7,84.73,cotton
37,55,18,33,37,5,199.09,pigeonpeas
23,38,21,29,82,6,44.97,mungbean
21,63,80,19,16,6,87.75,chickpea
20,79,75,18,15,7,76.95,chickpea
9,17,35,27,99,6,181.69,coconut
-1,48,19,29,87,6,39.13,mungbean
93,43,36,23,85,6,150.45,jute
25,68,19,29,64,7,67.48,blackgram
34,135,197,21,80,6,69.96,grapes
61,51,51,39,94,6,120.95,papaya
93,26,27,26,52,7,177.91,coffee
111,5,55,26,84,6,50.79,watermelon
22,44,24,24,56,6,59.0,mothbeans
31,75,24,30,42,6,150.79,pigeonpeas
29,29,35,27,91,6,142.63,coconut
71,56,37,23,86,6,176.1,jute
67,43,39,26,84,5,186.75,rice
24,56,78,17,15,6,75.28,chickpea
17,17,43,24,90,5,103.2,pomegranate
89,45,36,21,80,6,185.5,rice
81,22,48,26,87,6,52.18,watermelon
95,85,50,29,76,6,90.17,banana
63,41,45,25,86,7,196.62,jute
17,56,17,27,45,5,69.66,mothbeans
0,137,195,22,80,6,65.4,grapes
40,145,200,36,80,5,70.61,grapes
32,57,18,15,23,5,107.39,kidneybeans
28,35,22,29,86,7,59.87,mungbean
36,125,196,37,79,6,67.52,grapes
101,58,18,25,81,6,78.6,cotton
60,55,40,25,88,7,150.82,jute
32,78,14,23,21,5,82.77,kidneybeans
18,19,29,27,92,6,162.84,coconut
31,29,26,28,47,5,97.77,mango
59,66,80,21,19,8,94.06,chickpea
112,17,28,27,61,6,196.65,coffee
0,145,205,21,90,5,113.98,apple
89,53,44,24,71,7,150.25,jute
109,25,46,28,90,6,21.96,muskmelon
100,40,20,22,76,7,86.85,cotton
88,38,15,25,65,6,62.49,maize
75,56,44,25,73,6,168.04,jute
41,69,82,20,16,6,68.98,chickpea
39,59,24,36,63,5,165.08,pigeonpeas
56,65,45,38,93,6,218.09,papaya
79,43,43,23,74,6,170.21,jute
117,79,49,25,82,6,112.98,banana
8,29,35,29,46,5,100.32,mango
38,77,22,28,69,6,35.37,lentil
22,16,26,28,47,4,98.66,mango
85,40,38,25,89,6,175.35,jute
41,59,75,18,14,7,89.86,chickpea
30,127,204,22,92,6,100.93,apple
2,66,25,16,19,5,104.09,kidneybeans
119,72,55,25,83,6,112.08,banana
14,5,39,19,87,6,108.47,pomegranate
27,80,15,19,21,5,86.22,kidneybeans
16,29,13,32,93,6,117.62,orange
84,39,42,24,88,7,167.56,jute
35,64,78,17,14,7,85.37,chickpea
39,64,52,35,91,6,233.6,papaya
50,56,76,20,19,7,73.51,chickpea
22,78,76,17,19,8,76.32,chickpea
100,10,53,24,84,6,42.01,watermelon
25,17,40,18,87,6,111.28,pomegranate
39,69,14,20,64,6,48.25,lentil
84,30,48,29,94,6,21.17,muskmelon
89,60,17,25,57,5,101.7,maize
76,40,43,25,83,5,231.38,rice
116,76,47,25,77,6,92.96,banana
56,73,83,18,14,7,92.61,chickpea
39,18,43,19,86,5,109.54,pomegranate
36,66,77,18,19,7,77.84,chickpea
22,17,5,24,90,6,102.84,orange
33,12,8,25,90,6,117.37,orange
39,64,22,25,68,7,40.28,lentil
31,24,13,18,90,7,109.52,orange
97,24,51,26,81,6,48.0,watermelon
13,66,18,30,35,5,178.53,pigeonpeas
60,38,17,18,64,6,76.41,maize
